name,vendor,generation,socket,lithography,cores,threads,base_clock_ghz,boost_clock_ghz,tdp_w,memory_types,max_memory_gb,memory_channels,ecc_support,has_igpu,url
Core Ultra 9 285K,Intel,Arrow Lake (Series 2),LGA1851,3nm,24,24,3.7,5.7,125,DDR5,192,2,No,Yes,https://pcspecs.io/cpus/core-ultra-9-285k
Core Ultra 9 285T,Intel,Arrow Lake,FCLGA1851,3nm,24,24,1.4,5.4,35,DDR5,256,2,Yes,Yes,https://pcspecs.io/cpus/core-ultra-9-285t
Core Ultra 9 288V,Intel,Core Ultra Series 2,FCBGA2833,3nm,8,8,3.3,5.1,30,LPDDR5X-8533,32,2,No,Yes,https://pcspecs.io/cpus/core-ultra-9-288v
Core Ultra 9 290HX Plus,Intel,Core Ultra Series 2 Plus,FCBGA2114,3nm,24,24,2.7,5.5,55,DDR5-6400,256,2,No,Yes,https://pcspecs.io/cpus/core-ultra-9-290hx-plus
Core Ultra 9 386H,Intel,Core Ultra Series 3,FCBGA2540,2nm,16,16,1.6,4.9,25,"LPDDR5X-8533, DDR5-7200",128,2,No,Yes,https://pcspecs.io/cpus/core-ultra-9-386h
Core Ultra X7 358H,Intel,Core Ultra Series 3,FCBGA2540,2nm,16,16,1.5,4.8,25,LPDDR5X-9600,96,2,No,Yes,https://pcspecs.io/cpus/core-ultra-x7-358h
Core Ultra X7 368H,Intel,Core Ultra Series 3,FCBGA2540,2nm,16,16,2.0,5.0,25,LPDDR5X-9600,96,2,No,Yes,https://pcspecs.io/cpus/core-ultra-x7-368h
Core Ultra X9 378H,Intel,Core Ultra Series 3,FCBGA2540,2nm,16,16,2.0,5.0,25,LPDDR5X-9600,96,2,No,Yes,https://pcspecs.io/cpus/core-ultra-x9-378h
Core Ultra X9 388H,Intel,Core Ultra Series 3,FCBGA2540,2nm,16,16,2.1,5.1,25,LPDDR5X-9600,96,2,No,Yes,https://pcspecs.io/cpus/core-ultra-x9-388h
Intel Core i5-14400T,Intel,14th Gen,LGA1700,10nm,10,16,1.5,4.5,35,"DDR4-3200, DDR5-4800",192,2,No,Yes,https://pcspecs.io/cpus/intel-core-i5-14400t
Intel Core i5-14490F,Intel,14th Gen,LGA1700,10nm,10,16,2.5,4.9,65,"DDR4-3200, DDR5-4800",192,2,No,No,https://pcspecs.io/cpus/intel-core-i5-14490f
Intel Core i5-14500T,Intel,14th Gen,LGA1700,10nm,14,20,1.7,4.8,35,"DDR4-3200, DDR5-4800",192,2,Yes,Yes,https://pcspecs.io/cpus/intel-core-i5-14500t
Intel Core i7-14790F,Intel,14th Gen,LGA1700,10nm,16,24,2.1,5.3,65,"DDR4-3200, DDR5-5600",192,2,No,No,https://pcspecs.io/cpus/intel-core-i7-14790f
Pentium 4 Xeon 80532KC021512 QFY8ES (engineering sample),Intel,,Socket 603/604,,,,,,,,,,,,
Pentium G3220,Intel,4th Gen,LGA1150,22nm,2,2,3.0,3.0,53,DDR3,32,2,No,Yes,https://pcspecs.io/cpus/pentium-g3220
Pentium G3258,Intel,4th Gen,LGA1150,22nm,2,2,3.2,3.2,53,DDR3,32,2,No,Yes,https://pcspecs.io/cpus/pentium-g3258
Pentium G3900,Intel,6th Gen,LGA1151,14nm,2,2,2.8,2.8,51,DDR4,64,2,No,Yes,https://pcspecs.io/cpus/pentium-g3900
Pentium G4400,Intel,6th Gen,LGA1151,14nm,2,2,3.3,3.3,54,DDR4,64,2,No,Yes,https://pcspecs.io/cpus/pentium-g4400
Pentium G4560,Intel,7th Gen,LGA1151,14nm,2,4,3.5,3.5,54,DDR4,64,2,No,Yes,https://pcspecs.io/cpus/pentium-g4560
Pentium G5400,Intel,8th Gen,LGA1151,14nm,2,4,3.7,3.7,54,DDR4,128,2,No,Yes,https://pcspecs.io/cpus/pentium-g5400
Pentium II Xeon 80523KX3001M Q246,Intel,,Slot 2,,,,,0.3,,,,,,,
Pentium II Xeon 80523KX3002M Q247,Intel,,Slot 2,,,,,0.3,,,,,,,
Pentium II Xeon 80523KX3501M Q429,Intel,,Slot 2,,,,,0.35,,,,,,,
Pentium II Xeon 80523KX3501M Q509,Intel,,Slot 2,,,,,0.35,,,,,,,
Pentium II Xeon 80523KX350512 Q515,Intel,,Slot 2,,,,,0.35,,,,,,,
Pentium II Xeon 80523KX4001M Q619,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium II Xeon 80523KX4001M Q779,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium II Xeon 80523KX4001M SL2NB BX80523KX4001M SL2NB,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium II Xeon 80523KX4001M SL345,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium II Xeon 80523KX4001M SL34J,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium II Xeon 80523KX400512 Q519,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium II Xeon 80523KX400512 Q626,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium II Xeon 80523KX400512 SL2RH BX80523KX400512 SL2RH,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium II Xeon 80523KX400512 SL344,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium II Xeon 80523KX400512 SL34H,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium II Xeon 80523KX4501M Q666,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80523KX4501M Q810,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80523KX4501M SL2XK,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80523KX4502M Q667,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80523KX4502M Q811,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80523KX4502M SL2XL,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80523KX450512 Q665,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80523KX450512 Q799,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80523KX450512 Q809,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80523KX450512 SL2XJ,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80523KX450512 SL354,Intel,,Slot 2,,,,,0.45,,,,,,,
Pentium II Xeon 80525KY5001M (engineering sample),Intel,,Slot 2,,,,,,,,,,,,
Pentium II Xeon 80525KY500512 (engineering sample),Intel,,Slot 2,,,,,,,,,,,,
Pentium II Xeon 80526KZ800256 (engineering sample),Intel,,Slot 2,,,,,,,,,,,,
Pentium II Xeon BX80523KX40N1M SL35P,Intel,,LGA 771,,,,,0.4,,,,,,,
Pentium II Xeon BX80523KX40N512 SL35N,Intel,,LGA 771,,,,,0.4,,,,,,,
Pentium II Xeon BX80523KX4501M SL33U,Intel,,LGA 771,,,,,0.45,,,,,,,
Pentium II Xeon BX80523KX4502M SL33V,Intel,,LGA 771,,,,,0.45,,,,,,,
Pentium II Xeon BX80523KX45G512 SL33T,Intel,,LGA 771,,,,,0.45,,,,,,,
Pentium II Xeon PODP66X333 SL3EA,Intel,,Slot 2,,,,,0.333,,,,,,,
Pentium III Xeon 80525KY5001M Q880,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY5001M Q883,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY5001M QB98,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY5001M SL3DA,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY5002M Q881,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY5002M Q884,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY5002M QB58,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY5002M SL3DB,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY500512 Q879,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY500512 Q882,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY500512 SL2XU,Intel,,Slot 2,,,,,0.5,,,,,,,
Pentium III Xeon 80525KY5501M QB75,Intel,,Slot 2,,,,,0.55,,,,,,,
Pentium III Xeon 80525KY5501M SL3CE,Intel,,Slot 2,,,,,0.55,,,,,,,
Pentium III Xeon 80525KY5502M Q876,Intel,,Slot 2,,,,,0.55,,,,,,,
Pentium III Xeon 80525KY5502M QB76,Intel,,Slot 2,,,,,0.55,,,,,,,
Pentium III Xeon 80525KY5502M SL3CF,Intel,,Slot 2,,,,,0.55,,,,,,,
Pentium III Xeon 80525KY550512 QB74,Intel,,Slot 2,,,,,0.55,,,,,,,
Pentium III Xeon 80525KY550512 SL3AJ,Intel,,Slot 2,,,,,0.55,,,,,,,
Pentium III Xeon 80525KY550512 SL3FK,Intel,,Slot 2,,,,,0.55,,,,,,,
Pentium III Xeon 80525KY550512 SL3Y4,Intel,,Slot 2,,,,,0.55,,,,,,,
Pentium III Xeon 80526KY6001M 5/12V QN43,Intel,,Slot 2,,,,,0.6,,,,,,,
Pentium III Xeon 80526KY6002M 5/12V QN55,Intel,,Slot 2,,,,,0.6,,,,,,,
Pentium III Xeon 80526KY6002M QN51,Intel,,Slot 2,,,,,0.6,,,,,,,
Pentium III Xeon 80526KY6502M 2.8V QQ52,Intel,,Slot 2,,,,,0.65,,,,,,,
Pentium III Xeon 80526KY7001M 2.8V QT74,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 2.8V QU37,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 2.8V QZ85,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 2.8V SL3U4,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 2.8V SL49P,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 2.8V SL4GD,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 2.8V SL4XU,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 5/12V QT76,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 5/12V QX47,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 5/12V QZ87,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 5/12V SL3U5,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 5/12V SL49Q,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 5/12V SL4GE,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7001M 5/12V SL4XV,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 2.8V QT78,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 2.8V QU39,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 2.8V QZ89,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 2.8V SL3WZ,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 2.8V SL49R,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 2.8V SL4GF,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 2.8V SL4XW,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 5/12V QT80,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 5/12V QU40,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 5/12V QZ91,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 5/12V SL3X2,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 5/12V SL49S,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 5/12V SL4GG,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY7002M 5/12V SL4XX,Intel,,Slot 2,,,,,0.7,,,,,,,
Pentium III Xeon 80526KY8002M 2.8V QU34,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KY9002M 2.8V SL4XY,Intel,,Slot 2,,,,,0.9,,,,,,,
Pentium III Xeon 80526KY9002M 5/12V QAL1,Intel,,Slot 2,,,,,0.9,,,,,,,
Pentium III Xeon 80526KY9002M 5/12V SL4XZ,Intel,,Slot 2,,,,,0.9,,,,,,,
Pentium III Xeon 80526KZ1000256 2.8V QY16,Intel,,Slot 2,,,,,1.0,,,,,,,
Pentium III Xeon 80526KZ1000256 2.8V SL4HE,Intel,,Slot 2,,,,,1.0,,,,,,,
Pentium III Xeon 80526KZ1000256 5/12V QY18,Intel,,Slot 2,,,,,1.0,,,,,,,
Pentium III Xeon 80526KZ1000256 5/12V SL4HF,Intel,,Slot 2,,,,,1.0,,,,,,,
Pentium III Xeon 80526KZ400256 2.8V QE61,Intel,,Slot 2,,,,,0.4,,,,,,,
Pentium III Xeon 80526KZ600256 2.8V SL3BJ,Intel,,Slot 2,,,,,0.6,,,,,,,
Pentium III Xeon 80526KZ600256 2.8V SL3WM,Intel,,Slot 2,,,,,0.6,,,,,,,
Pentium III Xeon 80526KZ600256 5/12V QD77,Intel,,Slot 2,,,,,0.6,,,,,,,
Pentium III Xeon 80526KZ600256 5/12V SL3BK,Intel,,Slot 2,,,,,0.6,,,,,,,
Pentium III Xeon 80526KZ600256 5/12V SL3WN,Intel,,Slot 2,,,,,0.6,,,,,,,
Pentium III Xeon 80526KZ667256 2.8V QE66,Intel,,Slot 2,,,,,0.667,,,,,,,
Pentium III Xeon 80526KZ667256 2.8V SL3BL,Intel,,Slot 2,,,,,0.667,,,,,,,
Pentium III Xeon 80526KZ667256 2.8V SL3WP,Intel,,Slot 2,,,,,0.667,,,,,,,
Pentium III Xeon 80526KZ667256 5/12V QE67,Intel,,Slot 2,,,,,0.667,,,,,,,
Pentium III Xeon 80526KZ667256 5/12V SL3DC,Intel,,Slot 2,,,,,0.667,,,,,,,
Pentium III Xeon 80526KZ667256 5/12V SL3WQ,Intel,,Slot 2,,,,,0.667,,,,,,,
Pentium III Xeon 80526KZ733256 2.8V QH36,Intel,,Slot 2,,,,,0.733,,,,,,,
Pentium III Xeon 80526KZ733256 2.8V SL3SF,Intel,,Slot 2,,,,,0.733,,,,,,,
Pentium III Xeon 80526KZ733256 2.8V SL3WR,Intel,,Slot 2,,,,,0.733,,,,,,,
Pentium III Xeon 80526KZ733256 2.8V SL4H6,Intel,,Slot 2,,,,,0.733,,,,,,,
Pentium III Xeon 80526KZ733256 5/12V SL3SG,Intel,,Slot 2,,,,,0.733,,,,,,,
Pentium III Xeon 80526KZ733256 5/12V SL3WS,Intel,,Slot 2,,,,,0.733,,,,,,,
Pentium III Xeon 80526KZ733256 5/12V SL4H7,Intel,,Slot 2,,,,,0.733,,,,,,,
Pentium III Xeon 80526KZ800256 2.8V QJ31,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KZ800256 2.8V QN74,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KZ800256 2.8V SL3WT,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KZ800256 2.8V SL4H8,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KZ800256 5/12V QJ33,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KZ800256 5/12V QN75,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KZ800256 5/12V SL3V2,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KZ800256 5/12V SL3V3,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KZ800256 5/12V SL3WU,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KZ800256 5/12V SL4H9 BX80526KZ800256 SL4H9,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon 80526KZ866256 2.8V SL3WV,Intel,,Slot 2,,,,,0.866,,,,,,,
Pentium III Xeon 80526KZ866256 2.8V SL4HA,Intel,,Slot 2,,,,,0.866,,,,,,,
Pentium III Xeon 80526KZ866256 5/12V QS07,Intel,,Slot 2,,,,,0.866,,,,,,,
Pentium III Xeon 80526KZ866256 5/12V QT46,Intel,,Slot 2,,,,,0.866,,,,,,,
Pentium III Xeon 80526KZ866256 5/12V SL3WW,Intel,,Slot 2,,,,,0.866,,,,,,,
Pentium III Xeon 80526KZ866256 5/12V SL4HB,Intel,,Slot 2,,,,,0.866,,,,,,,
Pentium III Xeon 80526KZ933256 2.8V QS08,Intel,,Slot 2,,,,,0.933,,,,,,,
Pentium III Xeon 80526KZ933256 2.8V QY19,Intel,,Slot 2,,,,,0.933,,,,,,,
Pentium III Xeon 80526KZ933256 2.8V SL3WX,Intel,,Slot 2,,,,,0.933,,,,,,,
Pentium III Xeon 80526KZ933256 2.8V SL4HC,Intel,,Slot 2,,,,,0.933,,,,,,,
Pentium III Xeon 80526KZ933256 5/12V QS09,Intel,,Slot 2,,,,,0.933,,,,,,,
Pentium III Xeon 80526KZ933256 5/12V QY20,Intel,,Slot 2,,,,,0.933,,,,,,,
Pentium III Xeon 80526KZ933256 5/12V SL3WY,Intel,,Slot 2,,,,,0.933,,,,,,,
Pentium III Xeon 80526KZ933256 5/12V SL4HD BX80526KZ933256 SL4HD,Intel,,Slot 2,,,,,0.933,,,,,,,
Pentium III Xeon BX80525KY5001M SL2XV,Intel,,LGA 771,,,,,0.5,,,,,,,
Pentium III Xeon BX80525KY5001M SL386,Intel,,LGA 771,,,,,0.5,,,,,,,
Pentium III Xeon BX80525KY5001M SL3CA,Intel,,LGA 771,,,,,0.5,,,,,,,
Pentium III Xeon BX80525KY5002M SL2XW,Intel,,LGA 771,,,,,0.5,,,,,,,
Pentium III Xeon BX80525KY5002M SL387,Intel,,LGA 771,,,,,0.5,,,,,,,
Pentium III Xeon BX80525KY5002M SL3CB,Intel,,LGA 771,,,,,0.5,,,,,,,
Pentium III Xeon BX80525KY500512 SL385,Intel,,LGA 771,,,,,0.5,,,,,,,
Pentium III Xeon BX80525KY500512 SL3C9,Intel,,LGA 771,,,,,0.5,,,,,,,
Pentium III Xeon BX80525KY500512 SL3D9,Intel,,LGA 771,,,,,0.5,,,,,,,
Pentium III Xeon BX80525KY5501M SL3LN,Intel,,LGA 771,,,,,0.55,,,,,,,
Pentium III Xeon BX80525KY5501M SL3TW,Intel,,LGA 771,,,,,0.55,,,,,,,
Pentium III Xeon BX80525KY5502M SL3LP,Intel,,LGA 771,,,,,0.55,,,,,,,
Pentium III Xeon BX80525KY550512 SL3FR,Intel,,LGA 771,,,,,0.55,,,,,,,
Pentium III Xeon BX80525KY550512 SL3LM,Intel,,LGA 771,,,,,0.55,,,,,,,
Pentium III Xeon BX80526KB001256 SL4Q2,Intel,,LGA 771,,,,,1.0,,,,,,,
Pentium III Xeon BX80526KB866256 SL4PZ,Intel,,LGA 771,,,,,0.866,,,,,,,
Pentium III Xeon BX80526KB866256 SL4U2,Intel,,LGA 771,,,,,0.866,,,,,,,
Pentium III Xeon BX80526KB933256 SL4R9,Intel,,LGA 771,,,,,0.933,,,,,,,
Pentium III Xeon BX80526KY7001M SL4RZ,Intel,,LGA 771,,,,,0.7,,,,,,,
Pentium III Xeon BX80526KY7001M SL5D4,Intel,,LGA 771,,,,,0.7,,,,,,,
Pentium III Xeon BX80526KY7002M SL4R3,Intel,,LGA 771,,,,,0.7,,,,,,,
Pentium III Xeon BX80526KY9002M SL5D3,Intel,,LGA 771,,,,,0.9,,,,,,,
Pentium III Xeon BX80526KZ600256 SL3SS,Intel,,LGA 771,,,,,0.6,,,,,,,
Pentium III Xeon BX80526KZ667256 SL3ST,Intel,,LGA 771,,,,,0.667,,,,,,,
Pentium III Xeon BX80526KZ733256 SL3SU,Intel,,LGA 771,,,,,0.733,,,,,,,
Pentium III Xeon BX80526KZ800256 SL3VU,Intel,,LGA 771,,,,,0.8,,,,,,,
Pentium III Xeon BX80526KZ933256 SL4U3,Intel,,LGA 771,,,,,0.933,,,,,,,
Pentium III Xeon NK80530KZ800512 SL7T4,Intel,,Slot 2,,,,,0.8,,,,,,,
Pentium III Xeon QB52,Intel,,Slot 2,,,,,0.55,,,,,,,
Pentium III Xeon QB56,Intel,,Slot 2,,,,,0.5,,,,,,,
Xeon 3040,Intel,,LGA 775,,2,,1.87,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 3050,Intel,,LGA 775,,2,,2.13,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 3060,Intel,,LGA 775,,2,,2.4,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 3065,Intel,,LGA 775,,2,,2.33,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 3070,Intel,,LGA 775,,2,,2.67,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 3075,Intel,,LGA 775,,2,,2.67,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 3085,Intel,,LGA 775,,2,,3.0,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 5110,Intel,,LGA 771,,2,,1.6,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 5120,Intel,,LGA 771,,2,,1.87,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 5130,Intel,,LGA 771,,2,,2.0,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 5140,Intel,,LGA 771,,2,,2.33,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 5150,Intel,,LGA 771,,2,,2.67,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 5160,Intel,,LGA 771,,2,,3.0,,80,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon 80528KC017G0K SL4WX,Intel,,Slot 2,,,,,1.4,,,,,,,
Xeon 80528KC1.4G512 QEC6,Intel,,Slot 2,,,,,1.4,,,,,,,
Xeon 80528KC1.5G1M QEC0,Intel,,Slot 2,,,,,1.5,,,,,,,
Xeon 80528KC1.5G512 QEC5,Intel,,Slot 2,,,,,1.5,,,,,,,
Xeon 80528KC1.XG1M QT71,Intel,,Slot 2,,,,,,,,,,,,
Xeon 80528KC1.XG1M QV16,Intel,,Slot 2,,,,,,,,,,,,
Xeon 80528KC1.XG1M QX04,Intel,,Slot 2,,,,,,,,,,,,
Xeon 80532KC0492M QG11,Intel,,Socket 603/604,,,,,2.2,,,,,,,
Xeon 80532KC0682M QG08,Intel,,Socket 603/604,,,,,2.7,,,,,,,
Xeon 80532KC1.5G1M QPR2,Intel,,Socket 603/604,,,,,1.5,,,,,,,
Xeon 80532KC2.0G2M QFP8,Intel,,Socket 603/604,,,,,2.0,,,,,,,
Xeon 80532KE056512 QQU8,Intel,,Socket 603/604,,,,,2.4,,,,,,,
Xeon 80546KG0722M SL8P7 BX80546KG2800FA SL8P7,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon 80546KG1122M SL8P2 BX80546KG3800FA SL8P2,Intel,,LGA 771,,,,,3.8,,,,,,,
Xeon AD80582JH046003 SLG9M,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AD80582KH067007 SLG9P BX80582X7460 SLG9P,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AD80582QH056003 QGML,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AD80582QH056003 SLG9K BX80582E7450 SLG9K,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AD80582QH056007 SLG9N,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AD80583JH046003 QHPS,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AD80583JH046003 SLG9L,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AD80583QH046003 Q6FL,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AD80583QH046003 SLG9H BX80582E7430 SLG9H,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AD80583QH0468M SLG9G BX80583E7420 SLG9G,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AD80583QH056003 Q6FH,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AD80583QH056007 QEKD,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AD80583QH056007 SLG9J BX80583E7440 SLG9J,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80569JJ073N QLFG,Intel,,LGA 1366,,,,,2.833,,,,,,,
Xeon AT80569JJ073N SLGPF BX80569L3360 SLGPF,Intel,,LGA 1366,,,,,2.833,,,,,,,
Xeon AT80569KJ067N SLB8Y BX80569X3350 SLB8Y,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80569KJ073N SLB8X BX80569X3360 SLB8X,Intel,,LGA 1366,,,,,2.833,,,,,,,
Xeon AT80569KJ080N QHFZ,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80569KJ080N SLB8Z BX80569X3370 SLB8Z,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80569KJ087N QKYR,Intel,,LGA 1366,,,,,3.167,,,,,,,
Xeon AT80569KJ087N SLGPG BX80569X3380 SLGPG,Intel,,LGA 1366,,,,,3.167,,,,,,,
Xeon AT80570JJ0806M QLFM,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80570JJ0806M SLGP9 BX80570L3110 SLGP9,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80570KJ0806M QHFA,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80570KJ0806M SLB9C BX80570E3110 SLB9C,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80570KJ0876M QHFM,Intel,,LGA 1366,,,,,3.167,,,,,,,
Xeon AT80570KJ0876M SLB9D BX80570E3120 SLB9D,Intel,,LGA 1366,,,,,3.167,,,,,,,
Xeon AT80573JH0366M SLBB3,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80573JJ0676MT QFZX,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80573JJ0676MT SLBAZ,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80573JJ0806M QFZP,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80573JJ0806M SLBAY,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80573KH0366M QFZB,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80573KH0366M SLBAU BX80573E5205A SLBAU,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80573KJ0806MT SLBAV,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80573KJ0936M QFYN,Intel,,LGA 1366,,,,,3.333,,,,,,,
